,SOA-2007,PA-2008,SOA-2008,PA-2009,RTC-2009,SP-2009,SOA-2009,PA-2010,SP-2010,SOA-2010,SP-2011,SOA-2011,PA-2012,PUBA-2012,RTC-2012,SP-2012,SOA-2012,PA-2013,SP-2013,SOA-2013,SOA-2014,PA-2015,SOA-2015,USPSTF-2016,IPA-2016,PA-2016,SOA-2016,RTC-2017,SP-2017,SOA-2017,PA-2018,RTC-2018,SOA-2018,SP-2019,SOA-2019,PA-2020,SOA-2020,RTC-2021,SOA-2021,PA-2022,RTC-2022,SOA-2022,RTC-2023,SP-2023,SOA-2023,SP-2026-DRAFT
SP-2011,0.14457639433320468,0.09371589719964912,0.15994188594875985,0.23237902524021933,0.19219646363005946,0.5532254357977153,0.16246521384443532,0.28418710237300693,0.7344324442199561,0.1720999535626293,1.0000000000000062,0.15392929652614543,0.23817377030245881,0.15479827539450816,0.1856448406529667,0.24331648571668762,0.1636847208641137,0.24590919515798598,0.2876760895769641,0.16062424293170846,0.15748878758973692,0.23743335233675342,0.159828837236485,0.11379287411249557,0.15236066741270854,0.15174036134090652,0.1542655684370048,0.16200351041837083,0.2441368166322677,0.13905270327338967,0.14912117381504142,0.17898238414199985,0.14339998264585704,0.18056316501318584,0.14745004291197739,0.1369388102905288,0.13306521429031015,0.1607131561553133,0.12958279894104735,0.13279041897717508,0.1560313705867704,0.13037417827404843,0.1729223876103835,0.2185632459910964,0.13206153859181022,0.19811767410237371
SOA-2011,0.16783457139008506,0.16499546052283365,0.2026474892590242,0.16678105936346216,0.12939689749901603,0.13087523410907517,0.2131194842575224,0.1689387826111012,0.13633881596713116,0.32228367759055165,0.15392929652614543,0.9999999999999692,0.12429565783925918,0.17840976617832874,0.13570961728536085,0.24713170646228988,0.241655262534362,0.12333959844288128,0.17337536218129465,0.23051640060405829,0.21495194045219498,0.1239938196053203,0.19875254121765407,0.09366492708114998,0.11586835996930701,0.12152516588967717,0.19816452896583162,0.12150207040745757,0.17087803310460978,0.18682059539411072,0.1200538977052362,0.13549838293053493,0.20160405879568144,0.13864390355057388,0.17506508031118578,0.1115045640458053,0.1687426460229197,0.11347900507052945,0.16948475255752657,0.11200371838473597,0.1120480171710503,0.17033295559577508,0.12375236924391342,0.15460513393712583,0.1630030061505003,0.1324366045941366
PA-2012,0.10064093144747091,0.18785664460792068,0.10068127397064783,0.31476359037731094,0.1658541215133919,0.16322005983804008,0.09669152418498779,0.4806171693175491,0.20223043580167835,0.12192087971609657,0.23817377030245881,0.12429565783925918,1.0000000000000773,0.20775252010893017,0.1748060739092333,0.20430377381274176,0.15072631394155642,0.6476885910214295,0.6293001895161329,0.15471315467591448,0.1320434826480292,0.5895995757307365,0.1321334442110586,0.08944934589882962,0.26198278440493583,0.42615488013589753,0.12301306711186388,0.1571482242148737,0.2036482135806102,0.1129522214394809,0.4074522117141578,0.1656023681650875,0.12425175741568951,0.19840606470762467,0.12502033983517222,0.33753007318940986,0.114927262261813,0.14599504319133172,0.11018354854936388,0.306871358394521,0.13267418832276645,0.10652542754056916,0.1599010538585144,0.18368133772361442,0.11087088046091031,0.16040097112683088
PUBA-2012,0.1251188620655462,0.18305368999620517,0.1402298739058649,0.18612243657383837,0.16574447278814947,0.1301576327022914,0.12305178967698611,0.23817844562809246,0.13551308485696203,0.17290357587032612,0.15479827539450816,0.17840976617832874,0.20775252010893017,0.9999999999999509,0.1589273427016543,0.2092217954367675,0.14353910602627928,0.2134679468969134,0.1906734672877826,0.14818321066741216,0.14269930108747703,0.20810779751341946,0.13861256470496827,0.10310730263231528,0.251542586349211,0.22034977373191708,0.12331006017772925,0.1447243482862043,0.18476121120493724,0.1290825619388941,0.2200968411394264,0.15486011431043314,0.1330381618218939,0.187079828058376,0.13380454767958677,0.20422237854261163,0.11743589388805922,0.13496902661534543,0.1268037517148236,0.20873167126897235,0.12990270933563952,0.12286231733264913,0.15165750477417497,0.17931589379642968,0.13271848798444666,0.1701807318612656
RTC-2012,0.1379843183817886,0.0969038814750558,0.13600602029890196,0.1366207338817553,0.5761271284302248,0.13696807136708108,0.1328220594020445,0.15595730075682102,0.15469030393270325,0.14059303732195422,0.1856448406529667,0.13570961728536085,0.1748060739092333,0.1589273427016543,1.0000000000000504,0.20791829908150036,0.14932020978301688,0.16081636642344013,0.20772256347619464,0.1697384376371264,0.15625352021174874,0.15721294264359073,0.16313514993466585,0.1387693546620989,0.1859195070521502,0.15686169533407213,0.1558754406947844,0.26373293632853617,0.20972951912256174,0.1374914307397305,0.1594052500951677,0.5012578782022503,0.1402892234407138,0.256518319906642,0.17545825611437862,0.152456564634884,0.15517673560716744,0.29498594719672633,0.14979337626356168,0.1558418318336423,0.25132094668532634,0.14201491295862148,0.3382821708309584,0.21012523169399733,0.14555943615422248,0.21197316720037396
SP-2012,0.15991351721269012,0.12511554827148966,0.18436326769690706,0.16599236903658632,0.18497500238257725,0.17526714827652454,0.18539606785894136,0.18659693485712078,0.19522119208624064,0.2129390584197387,0.24331648571668762,0.24713170646228988,0.20430377381274176,0.2092217954367675,0.20791829908150036,1.00000000000001,0.28693140405896206,0.1857887013835755,0.3073327659342617,0.2527348185246452,0.22400138592170304,0.17536131949667422,0.21577246091683203,0.1215905323465739,0.17615143068123015,0.17808677576035922,0.2133626560340776,0.17307791585277135,0.2734623673797046,0.20510628023613134,0.17687246470257323,0.19912818874021107,0.2115938224821865,0.2302913717530289,0.19140220632384267,0.15943274963958906,0.19236781209044182,0.17260710837057755,0.18382467254061174,0.16232253239205086,0.16210576284550723,0.18174706422956166,0.18084450227153614,0.23600928641876465,0.17490070573176458,0.2109086164535483
SOA-2012,0.17428607010835653,0.10259454610040308,0.16729573532459655,0.12658047021546495,0.14420010817469917,0.13350117085156596,0.1902927537860439,0.13524882003611624,0.14001262974159723,0.23405073203142954,0.1636847208641137,0.241655262534362,0.15072631394155642,0.14353910602627928,0.14932020978301688,0.28693140405896206,1.0000000000000429,0.1558304754158443,0.2046695090995915,0.2848367850059073,0.23956923831348287,0.13426356014857982,0.23323453750697176,0.09194537959069088,0.11377427910486483,0.13276683347158164,0.23817976378514163,0.13751753502120712,0.18225317386499562,0.23003980237966992,0.12262224482759254,0.14846973625640889,0.2288339340579739,0.1521130223386891,0.21666842503342365,0.1072105453656024,0.20135124990712913,0.12991154456726484,0.18230347458907883,0.10991149745005997,0.12398371453032,0.18183585148667053,0.1381748680415932,0.15963467534219164,0.1867428717850695,0.13201138551801073
PA-2013,0.09618865205833789,0.19587044657844452,0.09904724076563375,0.3620447414093115,0.15733046942152315,0.17007315159846606,0.09462895961179733,0.5199323116288206,0.2117849261647429,0.12307055740993463,0.24590919515798598,0.12333959844288128,0.6476885910214295,0.2134679468969134,0.16081636642344013,0.1857887013835755,0.1558304754158443,1.0000000000000124,0.33600424555616,0.15531468956901803,0.13420765109948765,0.8547235985050113,0.1322021257750736,0.08925609404608904,0.2913910121396238,0.5772742493042581,0.12206960030680715,0.14586823632939883,0.18360407750098615,0.11542352682978749,0.5147833838314673,0.15452251055692678,0.12414481355621797,0.20124358114312618,0.12419082445409524,0.4056808487417031,0.11231046161613219,0.13708854353750682,0.11222772339908936,0.36476133601651733,0.12384118032362418,0.10625317249612616,0.14974789673715425,0.16382189891156193,0.11490572011903116,0.13993754211770063
SP-2013,0.12828982482086793,0.12930938264120753,0.13978274850515912,0.2563997710278981,0.1899174339883679,0.1964329871875789,0.14536283000019928,0.29841873229251614,0.2407275911757873,0.16499506217076568,0.2876760895769641,0.17337536218129465,0.6293001895161329,0.1906734672877826,0.20772256347619464,0.3073327659342617,0.2046695090995915,0.33600424555616,0.9999999999999627,0.2200318499554813,0.18076339026817423,0.3156812439132287,0.18170371083308717,0.11340628853090617,0.17402987063278347,0.19176304774522315,0.1695989481246922,0.17954283630624066,0.3015587524693884,0.15817829313134515,0.19468905281896104,0.19920418225676512,0.1644173427543165,0.21864067077288765,0.1717778912806788,0.17658636344386372,0.15371612695881723,0.1688176536916792,0.14640156500774862,0.17316352881742578,0.16283425518287922,0.1424042336665041,0.18474951960459957,0.25108830031314466,0.14908436046671658,0.20956500528247893
SOA-2013,0.20311404653457144,0.10801352846718362,0.2067030205832987,0.12968285902518692,0.15045448749521634,0.13789960169518167,0.18859840727146315,0.1409234276253299,0.14649574076965002,0.23628644632353996,0.16062424293170846,0.23051640060405829,0.15471315467591448,0.14818321066741216,0.1697384376371264,0.2527348185246452,0.2848367850059073,0.15531468956901803,0.2200318499554813,0.9999999999999308,0.2578573906518857,0.1339572777428422,0.2588984295380173,0.10798224026125666,0.12393736669901688,0.13155239496133372,0.25949498961247836,0.13602095848243545,0.19443678559959301,0.25483073900908904,0.12535094591122697,0.17170852503208886,0.23428593176167606,0.16569264548386176,0.23515840228025892,0.11530808357644284,0.2026752523195019,0.13698969963926239,0.20042088860258767,0.11402121239273875,0.1278567564174441,0.19863355976708766,0.1446610528663485,0.17215165210324393,0.20837728205414313,0.15843776409363075
SOA-2014,0.1778509172786547,0.10253761532666507,0.19162529639010542,0.12903596630209327,0.15145373368605186,0.14636721457036966,0.181976683843373,0.13036761236125752,0.14868477024982987,0.20513213953486426,0.15748878758973692,0.21495194045219498,0.1320434826480292,0.14269930108747703,0.15625352021174874,0.22400138592170304,0.23956923831348287,0.13420765109948765,0.18076339026817423,0.2578573906518857,1.0000000000000098,0.14654202945064712,0.30590206529745095,0.1090288660477971,0.13051214348047638,0.14592280420960962,0.2825193550132523,0.13792711740058328,0.19794075179785509,0.2649216644158867,0.1428859701537984,0.1685380713134332,0.2560643173163471,0.1694214744091431,0.2614456705346404,0.1148708199286529,0.21556129455420367,0.1337105815655725,0.20552913143516566,0.11617153350603153,0.1230158942355712,0.1967943672186889,0.1431813346700286,0.16712939561644538,0.20742045048455482,0.14472024266394687
PA-2015,0.09436965399956,0.19456972955766802,0.10281174348724481,0.3557318773971389,0.15370013918999176,0.1636772862554929,0.10022329494627005,0.5042374299228505,0.20571920604037303,0.12345896222006962,0.23743335233675342,0.1239938196053203,0.5895995757307365,0.20810779751341946,0.15721294264359073,0.17536131949667422,0.13426356014857982,0.8547235985050113,0.3156812439132287,0.1339572777428422,0.14654202945064712,0.9999999999999889,0.14941906368725655,0.08585356395327211,0.30743797600508466,0.664810892616695,0.1425253112305234,0.14319367253442392,0.18403915822849792,0.12875094687468716,0.5459548543697904,0.1508550703831525,0.13580712538419312,0.21522492332345006,0.13166700277733673,0.42566471139782025,0.11542629479157039,0.13308991146728102,0.11492662134885008,0.3801848930597927,0.119194034278039,0.1104985234988631,0.1462982932300484,0.16254117061794668,0.11664532071702863,0.14236366298642103
SOA-2015,0.1629952157508727,0.10589005351762976,0.1778035752898493,0.12890316248081884,0.15017827869035938,0.14510271846039416,0.16623731388148702,0.13160584636279335,0.14445278412036416,0.20877699013212445,0.159828837236485,0.19875254121765407,0.1321334442110586,0.13861256470496827,0.16313514993466585,0.21577246091683203,0.23323453750697176,0.1322021257750736,0.18170371083308717,0.2588984295380173,0.30590206529745095,0.14941906368725655,1.0000000000000027,0.13108480106512937,0.12484127463052316,0.13971512818547227,0.31450651223210746,0.1565349282402408,0.1900821795000437,0.25508807336086325,0.13660714352592745,0.1610178384611719,0.24468378620887207,0.1795138009117798,0.27228524987216035,0.11334031346616752,0.2118664196193119,0.14409258748408865,0.22214159737591585,0.11739107045393525,0.13157820408797727,0.2001390219602726,0.14601128573082506,0.17439727370740293,0.19741244101216687,0.1449564923054986
USPSTF-2016,0.09021550993397778,0.05846542399063468,0.09929487577664338,0.08022899634217785,0.1217623303646364,0.09665346432465788,0.10246985197491051,0.08732496380692423,0.09765743484967011,0.08824163263760443,0.11379287411249557,0.09366492708114998,0.08944934589882962,0.10310730263231528,0.1387693546620989,0.1215905323465739,0.09194537959069088,0.08925609404608904,0.11340628853090617,0.10798224026125666,0.1090288660477971,0.08585356395327211,0.13108480106512937,1.000000000000003,0.10309831360681421,0.08708770061940033,0.09794388391991836,0.12691319649913568,0.12855617348554563,0.11003030228622636,0.0877309661071058,0.1349914460045653,0.10065782521878483,0.1212948462817425,0.11861288521826321,0.08694237309660713,0.1118119370344539,0.13592971820582847,0.10713945554831199,0.08970860349396453,0.14502466447203655,0.10709529253349012,0.13567096818357588,0.13078688268740138,0.10962674436445018,0.14192612499776186
IPA-2016,0.10202915026951351,0.19019888079660052,0.12976728223721493,0.19535799340285953,0.17623809246977298,0.12125081814871803,0.10535942048484699,0.21087216872968712,0.1293213695462599,0.11800052225997258,0.15236066741270854,0.11586835996930701,0.26198278440493583,0.251542586349211,0.1859195070521502,0.17615143068123015,0.11377427910486483,0.2913910121396238,0.17402987063278347,0.12393736669901688,0.13051214348047638,0.30743797600508466,0.12484127463052316,0.10309831360681421,0.999999999999995,0.3604977311587206,0.1146463177377045,0.18457354518635122,0.17888956236192502,0.10442369872352364,0.3563351354115081,0.18361500147195842,0.12265480879195216,0.22303331870836984,0.12496817329309869,0.29454031038228246,0.12271747735101836,0.16886201666347475,0.11876666041803603,0.2990126986687747,0.14951516649902905,0.1194116646386808,0.18442850393411428,0.16938490734498943,0.12033033311835105,0.14753378806212197
PA-2016,0.0966884446715084,0.1918036302991353,0.10597577076067059,0.2297642465315245,0.15197463692539084,0.12315652884937096,0.10416965838203353,0.3648262299023769,0.1362621836791916,0.12205965894157615,0.15174036134090652,0.12152516588967717,0.42615488013589753,0.22034977373191708,0.15686169533407213,0.17808677576035922,0.13276683347158164,0.5772742493042581,0.19176304774522315,0.13155239496133372,0.14592280420960962,0.664810892616695,0.13971512818547227,0.08708770061940033,0.3604977311587206,1.00000000000001,0.13357403199382206,0.15059714001580984,0.21532123836917533,0.1500136762219111,0.7591194436306057,0.1640840155652762,0.1662633352692977,0.27830472656731764,0.15540352391890444,0.5470782620049847,0.11801206916441889,0.1414845699432164,0.11815793238385179,0.4545513460137062,0.12243782269480946,0.11491226702406951,0.15432346720280132,0.18072114366415543,0.119325952341754,0.13437214793895924
SOA-2016,0.1634076941187671,0.09606822727810313,0.1861383404289124,0.12106535186489323,0.1422868284763743,0.12654157933090682,0.17427086920947585,0.1235675545739352,0.1328545655654694,0.2128798883389273,0.1542655684370048,0.19816452896583162,0.12301306711186388,0.12331006017772925,0.1558754406947844,0.2133626560340776,0.23817976378514163,0.12206960030680715,0.1695989481246922,0.25949498961247836,0.2825193550132523,0.1425253112305234,0.31450651223210746,0.09794388391991836,0.1146463177377045,0.13357403199382206,1.000000000000004,0.13567876321574524,0.1985329971413973,0.29848905058354996,0.12634903813171283,0.1710837470470825,0.27511268890359414,0.16789095110323604,0.2708385254870806,0.1048381637362883,0.23236344769525621,0.13703787821691565,0.21757034517655718,0.10250673842484392,0.1349746231157313,0.2121512703910869,0.14600942877445883,0.17545409732416042,0.21707045840331982,0.13769821652758496
RTC-2017,0.1029399400227092,0.10977713401667884,0.10529620510825886,0.12799864399187177,0.2373885063469207,0.12373697904936137,0.09941773343054118,0.1419426493686771,0.1374705965554247,0.11723961433124794,0.16200351041837083,0.12150207040745757,0.1571482242148737,0.1447243482862043,0.26373293632853617,0.17307791585277135,0.13751753502120712,0.14586823632939883,0.17954283630624066,0.13602095848243545,0.13792711740058328,0.14319367253442392,0.1565349282402408,0.12691319649913568,0.18457354518635122,0.15059714001580984,0.13567876321574524,0.9999999999999987,0.22083949118190846,0.11364905626845691,0.15297751799141987,0.35978529908151696,0.13358938710930107,0.2570758614752304,0.16986853551406114,0.15131593955194386,0.16081819633976618,0.35293631627440314,0.15525110419118907,0.1593636430206929,0.32831474395079807,0.14556733099565497,0.34884788144401874,0.23876560771019958,0.15304247376407476,0.22715865024430051
SP-2017,0.14211487193487343,0.08680343377804872,0.1550288446401703,0.14048015604551303,0.19236833089324304,0.18988447955405813,0.16154788910878706,0.1747761297454106,0.21290679210321942,0.16735114241681734,0.2441368166322677,0.17087803310460978,0.2036482135806102,0.18476121120493724,0.20972951912256174,0.2734623673797046,0.18225317386499562,0.18360407750098615,0.3015587524693884,0.19443678559959301,0.19794075179785509,0.18403915822849792,0.1900821795000437,0.12855617348554563,0.17888956236192502,0.21532123836917533,0.1985329971413973,0.22083949118190846,1.0000000000002986,0.18726551783315687,0.22944326929876782,0.23362909702110066,0.1992648578285792,0.2535022256331888,0.2016020321623775,0.20032609341783986,0.17163848354337535,0.21099061737544414,0.16729693064576476,0.17643714229692087,0.21485131127132198,0.17457643776052226,0.2260500086709696,0.584743986748449,0.16969385382818652,0.2632175314613337
SOA-2017,0.16364934432209985,0.08264574370500857,0.17915898083625129,0.10807357963163489,0.12483469028767971,0.12474383544123019,0.17044958071885727,0.11322224018381853,0.12691403426490552,0.197455694617214,0.13905270327338967,0.18682059539411072,0.1129522214394809,0.1290825619388941,0.1374914307397305,0.20510628023613134,0.23003980237966992,0.11542352682978749,0.15817829313134515,0.25483073900908904,0.2649216644158867,0.12875094687468716,0.25508807336086325,0.11003030228622636,0.10442369872352364,0.1500136762219111,0.29848905058354996,0.11364905626845691,0.18726551783315687,0.9999999999999606,0.14284956746144953,0.1568075920836614,0.3279354236087319,0.16718674324427268,0.30703650681852496,0.10784664465385618,0.20865486529830338,0.11948300197766185,0.2129305733191112,0.10172618538938043,0.10845609445389712,0.2130350555095518,0.129243172631053,0.15896332246323042,0.1984315236846512,0.1273331691592532
PA-2018,0.09332122949337053,0.19268729755668879,0.10302986443102444,0.2297388240372078,0.1551791517108148,0.12382601514856618,0.09535079760297395,0.3517175235821353,0.1377575045125173,0.11300559710396758,0.14912117381504142,0.1200538977052362,0.4074522117141578,0.2200968411394264,0.1594052500951677,0.17687246470257323,0.12262224482759254,0.5147833838314673,0.19468905281896104,0.12535094591122697,0.1428859701537984,0.5459548543697904,0.13660714352592745,0.0877309661071058,0.3563351354115081,0.7591194436306057,0.12634903813171283,0.15297751799141987,0.22944326929876782,0.14284956746144953,0.9999999999999994,0.16703648148366143,0.16120535016914372,0.2722379882382255,0.16357907481441178,0.6600939634255617,0.12244857714083522,0.14761385651590891,0.11979361077865572,0.5269355322674312,0.12690796635190635,0.11791515720185114,0.1597521833410795,0.19426225055924218,0.12174141035895196,0.13085836988393634
